viral,Preys,CD80_score,CD86 _score,INFalpha _score,INF beta _score,INF g _score,TNFa_score,IL-2_score, IL-10 _score,IL-7 _score, IL-6 _score, IL-1β _score,INF-ɑ_score,MOP-1_score,IP-10 _score,CTLA-4 _score,PD-1 _score,Ki67 _score, IL-5 _score, IL-13 _score,IL-9_score,IL-22_score,HLA-DR  _score,CD64   _score,CD66b _score,CRP_score,ferritin l_score,ferritin h_score,D-dimer_score,ﬁbrinogen _score,LDH a _score,IL6_score,FAS _score,ACE2 _score,ITGAM  cd1b_score,CD14_score,FCGR3Acd16_score,CD68_score,CD163_score,MRC1 cd206_score,PDCD1  PD1_score,IL1B_score,CXCL2 _score,CXCL8 _score,GDF11_score,NOG_score,IL10_score,CXCL10_score,TNFSF10_score,NRG1_score,TIMP1_score,C5_score,IL18_score,AREG_score,CCL4_score,CMTM2_score,IFNG_score,CTSL_score,CTSB_score,DDIT4_score,RRAS_score,CTSD_score,BIRC5_score,CTSZ_score,NTRK1_score,IGFBP3_score,CCNB1_score,RRM2_score,CCNB2_score,GTSE1_score,CDK1_score,STEAP3_score,TP53I3_score,TGFB2_score,CCL3L1_score,CXCL6_score,CCL8_score,SCGB3A1_score,CCL2_score,CXCL1_score,IL33_score,GRN_score,CXCL16_score,IL-8_score,IL-6_score,IL-1β_score,TNF_score,CCL3_score,CCL4 _score,CCL7_score,CXCL9 _score,CXCL10 _score,CXCL11_score
nsp15,3,0.00014848492224058373,9.408414714951862e-05,8.872642909961488e-05,2.591688481934672e-05,7.444563977839261e-05,0.0005282904479618745,7.267034252123943e-05,7.53499604547585e-05,7.350702898998003e-05,0.00011733510356718918,0.000147062725628668,8.872642909961488e-05,0,0.00012081008643981893,0.00019510229150998282,0.0008054546539590318,0.0007576717566872798,5.308837655592341e-05,6.493497535794987e-05,0,5.4805340724010436e-05,0,0.00015513434679347428,6.035339596908429e-05,0.00019972375515294933,0.00020660059875488956,0.00029374826618695885,0,0,0.0005878194864337254,0.00011733510356718918,0.00037298307249346426,0.00020655223408902175,0.00013189875986650655,0.00013898517085548725,0.0001435747506405432,0.0001480428410805375,4.5961210226093514e-05,3.8236538848418425e-05,0.0008054546539590318,0.000147062725628668,0.00011234467614881145,9.856194830810722e-05,0.00010232791987975761,6.006146785942005e-05,7.53499604547585e-05,0.00012081008643981893,0.00021032546464055176,0.00037493725686682045,0.0001189789197534275,0.00011954629817278563,9.794633103000046e-05,0.00013221872474732785,0.00010342276586704026,7.050182724436269e-05,7.444563977839261e-05,0.00016547673628750624,0.00031874667145630886,0.00013880775073518876,0.00018301465207394183,0.0003124889695699352,0.0003077375333144633,9.552834151490931e-05,0.0012559892858385142,0.00017853104167967225,0.0004148214143496582,0.00029336412861474397,0.00026733852892099727,0.0004098241662982892,0.0006499996472801591,0.00020660668042436732,9.036635430928456e-05,0.00010200359664731072,6.689740619027944e-05,8.857929995073928e-05,8.558843888824134e-05,6.302199203592421e-05,0.00012344103129423165,7.26531843026146e-05,0.0001371027453679389,0.00041717770309377625,0.00012062344217462774,9.856194830810722e-05,0.00011733510356718918,0.000147062725628668,0.0005282904479618745,7.413797350902522e-05,0.00010342276586704026,8.725241254138353e-05,0.00015864264386476998,0.00012081008643981893,0.0001366449713133113
nsp2,7,0.00016176282882962405,0.00012641640876200815,0.00016288868373048556,4.8204658857019196e-05,0.0001277287552407805,0.0008589056562323823,0.00015574648666227207,0.00013265545604558972,0.00013684408013929337,0.0001862087860836398,0.0002451148485190664,0.00016288868373048556,0,0.00017095743424741893,0.0002653554020614859,0.0003877499618311197,0.0012979367535547275,8.494921518067866e-05,0.0006383852327407189,0,8.790102246232543e-05,0,0.00027663646584829795,9.6405204345268e-05,0.00039412360702824085,0.00034335477710801426,0.0005571959052613001,0,0,0.0008911894352007105,0.0001862087860836398,0.0007027198158307465,0.00033763149293672304,0.00025702865356956,0.00025236912072617353,0.00023732672331034993,0.0002845068726829657,7.548902023695263e-05,7.153343386176588e-05,0.0003877499618311197,0.0002451148485190664,0.0001564939260636254,0.00016239999523410474,0.0002247733075463914,0.00010997869519033405,0.00013265545604558972,0.00017095743424741893,0.0002718937075559922,0.0005067327455626433,0.00020273147243858784,0.00021737736798065773,0.0002991172450881116,0.0002125438367733188,0.00022089300272005392,0.00012116981164882715,0.0001277287552407805,0.00024333381084475227,0.0004953595889711864,0.0002432696966202882,0.0007500419568385461,0.0005548100207706236,0.00044597199072695493,0.00016204603195616162,0.0028967296573931063,0.0003113360083109531,0.0014647957303799376,0.00042114833447131955,0.00046624191863122913,0.0007234274675596071,0.0011450576026548014,0.0005707103839280917,0.0001598502296313343,0.0001710013309502151,0.00010544875218674736,0.0001435514804422071,0.00013915112420278123,0.00010783775450656337,0.0002074096218876997,0.0001186014829100934,0.00024971635028805115,0.000705305167049357,0.00021806175683737285,0.00016239999523410474,0.0001862087860836398,0.0002451148485190664,0.0008589056562323823,0.00012933167887653498,0.00022089300272005392,0.00014209580115370922,0.00024206927860279847,0.00017095743424741893,0.0001961624237510266
nsp4,8,0.0001400080561491269,0.00010562815098388871,0.0001394635457160412,4.420994608266575e-05,0.00013296167032667328,0.0008072807819515826,0.00011151306261438395,0.00011432863179190676,0.00010717375151128766,0.00016512674774080333,0.00020815495957917794,0.0001394635457160412,0,0.00036841627377635916,0.00021741525957627702,0.0004331996489952658,0.0010694965635550612,6.894883877725747e-05,0.00012094687336989891,0,7.466951407399038e-05,0,0.00025059017406051646,8.230329963827773e-05,0.00032216750538123355,0.0003167069782982318,0.0006453921003024776,0,0,0.0016363663085986902,0.00016512674774080333,0.0028396905354286517,0.00035000299435043925,0.00033748966678205975,0.00022093451689580377,0.00020427490432783313,0.00022059601964229656,6.809421584579685e-05,6.098167962919987e-05,0.0004331996489952658,0.00020815495957917794,0.00033191622408437066,0.00019571778369840788,0.00019031761100350985,0.00010562142460230644,0.00011432863179190676,0.00036841627377635916,0.00024777603974040824,0.000569112691070378,0.00021447273882561376,0.00034353193732105747,0.00013912560919303562,0.00017901559692467156,0.007089459062642238,0.00013749353577340576,0.00013296167032667328,0.00022398522284919911,0.0006070244110074684,0.0001756359642548102,0.00025938331830912224,0.0006647411422315289,0.00036692996319253116,0.00014132186550901412,0.002332875128801843,0.0007650506117152723,0.0005841092858169148,0.00038665130072809326,0.00033529724448730754,0.0004973010295788632,0.0014816793465623054,0.00031993404310712515,0.00013145860355906984,0.00016756643615052288,0.00040738367173691873,0.0002232395602881197,0.00023259741546203302,9.28796061937153e-05,0.0005365298322634567,0.0001850465694098501,0.00020236756597059486,0.0006150656289768717,0.00020550500216111263,0.00019571778369840788,0.00016512674774080333,0.00020815495957917794,0.0008072807819515826,0.006147415752696649,0.007089459062642238,0.00019875531371036682,0.0004109928577753568,0.00036841627377635916,0.0003918956407242682
nsp5,1,6.350113861600512e-05,5.604652172359408e-05,6.335734111938356e-05,1.8489854374381253e-05,5.172460406604353e-05,0.0003869170307144675,5.1819618955989354e-05,5.264800787475317e-05,5.1123535462665044e-05,0.00010274900452383243,0.00010486402934665746,6.335734111938356e-05,0,6.690354034861891e-05,0.00011005401926012918,0.00012074739170990906,0.0009135482448590066,3.444476531369532e-05,4.4251384778879623e-05,0,3.123257562839099e-05,0,0.00011206154975756187,3.5077547121127825e-05,0.00014271761608446675,0.00013521679616806728,0.00020859117879009923,0,0,0.00034655517296924837,0.00010274900452383243,0.0002721816863162431,0.00013328559785360977,8.721025778514927e-05,0.00013988503448951624,0.00010040122512833414,8.813348063777678e-05,3.4107727885563066e-05,2.5229481091926034e-05,0.00012074739170990906,0.00010486402934665746,6.0400938412167544e-05,6.429744986920214e-05,7.34829184589647e-05,4.6972229558568616e-05,5.264800787475317e-05,6.690354034861891e-05,0.0001053115877701257,0.00016496980441474716,0.00010197306641690803,7.883947597302608e-05,6.595570417881194e-05,8.49494593421726e-05,6.26920307807315e-05,4.2561246024297365e-05,5.172460406604353e-05,0.00013739961587142278,0.00020245656696102462,0.0001021497411826258,0.00015357683589812,0.00019359024518662724,0.00018847271794890797,6.550255579818358e-05,0.000908451043703332,0.00013888924460256355,0.0003548674361824111,0.00017623836291252938,0.0001850881039147946,0.00025494286506025734,0.0005526430680608439,0.00012513950056742794,7.571614727008628e-05,7.554844155597801e-05,3.992962373286267e-05,5.532420713999759e-05,5.300207130552774e-05,4.744987186332196e-05,8.195924668463032e-05,5.019836853428367e-05,0.0001369912214974592,0.0002963755657840005,7.70091902326636e-05,6.429744986920214e-05,0.00010274900452383243,0.00010486402934665746,0.0003869170307144675,4.6029633961549804e-05,6.26920307807315e-05,5.411865635313438e-05,9.16286033638085e-05,6.690354034861891e-05,7.871148718200063e-05
nsp5_c145a,2,3.792357697160395e-05,2.8868634484600698e-05,3.6232339043333096e-05,1.0315084484443633e-05,2.6451130190535386e-05,0.00020852629802061177,2.7986301499764244e-05,2.9029567609017692e-05,2.8134452827699676e-05,4.081811396314887e-05,5.394037103050149e-05,3.6232339043333096e-05,0,3.751106202929899e-05,6.070415772008568e-05,0.00010926499970366187,0.00029095128854624735,1.969287668009881e-05,2.991108372807561e-05,0,1.7438355255103666e-05,0,6.098333017112899e-05,1.9602455507929227e-05,7.853495298310148e-05,8.325415911311252e-05,0.00012098452575603165,0,0,0.00035597004868443614,4.081811396314887e-05,0.00013264340183256822,7.18772796022495e-05,5.359373685990686e-05,5.397118782632204e-05,5.5201886845241966e-05,5.526063577274536e-05,1.6995493368688974e-05,2.9339498423726233e-05,0.00010926499970366187,5.394037103050149e-05,3.412264558328475e-05,3.734312949284624e-05,9.440005568006472e-05,2.9863461224148085e-05,2.9029567609017692e-05,3.751106202929899e-05,6.280170265263243e-05,0.00010388893030357328,5.445775672464972e-05,5.230483697698919e-05,3.4976190298780476e-05,4.613440718716574e-05,4.3121487353753026e-05,2.4927993308785824e-05,2.6451130190535386e-05,6.023090231470075e-05,0.00014962033697052038,5.147604897985466e-05,8.776858993327384e-05,0.00013487030061048563,9.384788771675648e-05,3.5578538493430535e-05,0.0005141114758107112,6.799984696233798e-05,0.00016498156129401558,9.61237841133619e-05,0.00010181550771994271,0.0001425500475362281,0.0002580256692039668,7.255888546307105e-05,3.518319659479062e-05,3.9464888072464695e-05,2.2937732341183777e-05,3.170813270646038e-05,2.9546382689413394e-05,2.3693513626092692e-05,4.395316956397162e-05,2.5762453110915882e-05,5.533991659950774e-05,0.00017979060603222566,4.40781363585677e-05,3.734312949284624e-05,4.081811396314887e-05,5.394037103050149e-05,0.00020852629802061177,2.935046202541927e-05,4.3121487353753026e-05,3.0539478121356634e-05,5.380900678199714e-05,3.751106202929899e-05,4.4582505447736245e-05
nsp6,4,6.939966253217953e-05,5.401088018710367e-05,7.276758513188509e-05,1.928600866597739e-05,7.061931708866148e-05,0.00038213292293778585,6.320571869124705e-05,6.266214377385756e-05,5.5053772915329195e-05,8.760965017675123e-05,0.0001037034283494112,7.276758513188509e-05,0,8.298642721256648e-05,0.00010734342198118645,0.00017996424238695189,0.0005100300731619247,3.534974269628788e-05,6.252987019674876e-05,0,4.156441536414466e-05,0,0.00014215874190834572,4.500152153466308e-05,0.00015808830370673093,0.00013501594218063147,0.0002255021658292747,0,0,0.00036457485108072027,8.760965017675123e-05,0.00026199995973569154,0.0001746034859846321,0.00016253021541928953,0.00010740796089344611,0.00010764622348193301,0.00012980933235072316,3.796151377654034e-05,3.690317905934418e-05,0.00017996424238695189,0.0001037034283494112,7.520854994515245e-05,8.31936453717902e-05,9.895650568491916e-05,5.5901538496449396e-05,6.266214377385756e-05,8.298642721256648e-05,0.00011316770216683781,0.0003193710590614263,0.00012615907427111807,0.00011161169866174193,6.977289747196664e-05,0.0001261631038984149,9.974003100085273e-05,6.010057369787295e-05,7.061931708866148e-05,0.00011349429783765491,0.00025635608853397254,8.297717533872653e-05,0.00013271924543967515,0.0003073916416989769,0.00016697110292963343,6.598699658505514e-05,0.0008791225283489909,0.00012160951590547289,0.0002724555713048546,0.00016062088082426893,0.00017107696015283247,0.00023860933264704026,0.0004289288219504158,0.0002362897480034755,6.448580298691884e-05,7.306274328365188e-05,5.464661979685058e-05,6.652695826863098e-05,6.471084726307854e-05,4.848272439707394e-05,9.884119261504987e-05,5.461677182863542e-05,9.576459123057399e-05,0.0002985121790713319,0.00010683364134603856,8.31936453717902e-05,8.760965017675123e-05,0.0001037034283494112,0.00038213292293778585,6.710500507795752e-05,9.974003100085273e-05,6.137385736014402e-05,0.00013069536514230271,8.298642721256648e-05,9.480981796875361e-05
nsp7,32,0.0012371290885787366,0.0011694742074141882,0.0010619945576590126,0.00033721241122258694,0.0006955490085500004,0.005311537055927078,0.0006827484229205046,0.0007343478524445705,0.0006451814767906307,0.0009378087882209687,0.0012836280398218149,0.0010619945576590126,0,0.001014636541251931,0.004024821043305957,0.002070848497491141,0.0077859676448646595,0.0004138065666984448,0.0007566310212689595,0,0.0004470419385732753,0,0.0014689672179079133,0.0005382062050060526,0.001880264175671041,0.0016252151207354238,0.002674363189610117,0,0,0.006021573338496602,0.0009378087882209687,0.0044500304586526165,0.0019300033983593039,0.0018294569080170124,0.0014783074100136388,0.001215982300895651,0.0015302896820308253,0.0005300891113482082,0.0005691276746440711,0.002070848497491141,0.0012836280398218149,0.0008818213812428421,0.0008609607967713686,0.0012006154575140953,0.0005642207086453551,0.0007343478524445705,0.001014636541251931,0.0015798683945533675,0.003054769031008814,0.0010601765568123895,0.0013260007501768672,0.0007836435123783721,0.0011077971422952073,0.0012427727788474055,0.000775499355150604,0.0006955490085500004,0.0012562225631654218,0.00266031034462435,0.0010483657438421939,0.0018135951998797853,0.004164579324624197,0.0020672978176080803,0.0007473324817768275,0.011634694075335668,0.0014708958700525073,0.003442401457508181,0.0019490471452205775,0.0020998508685918724,0.0036892258661710203,0.005000851643719294,0.002453165064182832,0.0007913639810552404,0.0008428498840391905,0.0006598548207802677,0.0008090025949776272,0.0008069371150025522,0.0005459030225257115,0.0012281704703754196,0.0006141377610639185,0.0011694371774740241,0.0034630510757491565,0.0013326038784825687,0.0008609607967713686,0.0009378087882209687,0.0012836280398218149,0.005311537055927078,0.0009366742134585546,0.0012427727788474055,0.0007723155281498099,0.0015754536723483203,0.001014636541251931,0.0011482714867187185
nsp8,24,0.0005429715749361635,0.00043352866628787587,0.0006046383756673597,0.0001666317883214098,0.00042291428045384795,0.003487310454425306,0.00043637132438858757,0.00042411781240174934,0.0004836727053791231,0.0006648382158704439,0.0009335547962680212,0.0006046383756673597,0,0.0006031233012849851,0.000905764719963932,0.0011626858449819534,0.008885689147300386,0.00029635436894195075,0.00037547096153076016,0,0.0002580573103748966,0,0.0009358059337243683,0.0003337369185522968,0.0013407928127188102,0.0017176989715760635,0.0018404318688286902,0,0,0.0031200990479605217,0.0006648382158704439,0.002181300331910005,0.0010963889865918406,0.0008128612477799511,0.0009669770969700034,0.0008961825571242711,0.000805976203899504,0.00033491400873425617,0.00022364274867225098,0.0011626858449819534,0.0009335547962680212,0.0005474965487404014,0.0005606456293349011,0.0006624516196165795,0.00038087910264805735,0.00042411781240174934,0.0006031233012849851,0.0009878107423961573,0.0015080038752822544,0.0006928291692323183,0.0007041297168486759,0.0005858680926984963,0.0007388981681212756,0.0005924147740822219,0.0004282408598024022,0.00042291428045384795,0.0009667345822079933,0.0017738731097162548,0.0007991979429675961,0.0019092120002711427,0.001876219426543013,0.0016681775727535194,0.0005758121290838467,0.009057394665687958,0.0009905119217072497,0.0027266565092373745,0.001481845158071553,0.0015547436417397199,0.0021322977313520575,0.0045107531396817524,0.0010956765707945866,0.0006382195910701179,0.0006560659620909099,0.0003577951242912691,0.0004985999379460891,0.000471551998304167,0.00044929294610222657,0.0007098344465304398,0.0004702863216573754,0.001118277503693243,0.0026285803133937967,0.0006962017341500395,0.0005606456293349011,0.0006648382158704439,0.0009335547962680212,0.003487310454425306,0.00042794182418900734,0.0005924147740822219,0.0004726569799469543,0.0008389908020509983,0.0006031233012849851,0.0007033446916206021
nsp9,16,0.00032206923317263324,0.000248045344360361,0.00029119714015922086,8.728488587918448e-05,0.0002751218192991123,0.0020796213228165606,0.0002610805810208431,0.0002837125801656248,0.00025351658225023275,0.0006337869880714952,0.0005085279843042841,0.00029119714015922086,0,0.0005492429211079222,0.0005156222914838185,0.0006561419125001093,0.002699805611063348,0.00016094578316763782,0.00024417366814714214,0,0.00016868133452526332,0,0.0005332140429316145,0.00020228679835868245,0.0007583811716265822,0.0008014853402448256,0.001039825014615177,0,0,0.0017712794021177056,0.0006337869880714952,0.0012217899247162257,0.0008860700023548045,0.000521223162105172,0.0005610607251052382,0.00048711550593515796,0.0004937123597365267,0.00018407088099300342,0.00012873995539622364,0.0006561419125001093,0.0005085279843042841,0.0005259850560268798,0.00044963970729338217,0.00044382710297593273,0.00021750530826661094,0.0002837125801656248,0.0005492429211079222,0.0005405473223340744,0.0008900968597876253,0.0007189163404679004,0.000488816352939789,0.0003357994471302114,0.000419620838316825,0.00033955406508419015,0.00023928156966133992,0.0002751218192991123,0.0006114128989563949,0.0009889312870154463,0.0004562102234614747,0.0006417027271753971,0.0010530281289609807,0.0010582587356822847,0.00039438605221697124,0.005549494094265945,0.0010446754199717866,0.001528524223404461,0.000952723778977754,0.0008935047782097255,0.0017313762066033713,0.0022614374500273724,0.000711569737608432,0.0003669979761271209,0.0004379004594417441,0.00023677742982446278,0.0005965779207475876,0.0008285640167225284,0.00029167070597243774,0.000888689641987148,0.0003866091855868153,0.0005161833087422038,0.0018948850215799182,0.0004343237567353272,0.00044963970729338217,0.0006337869880714952,0.0005085279843042841,0.0020796213228165606,0.00031546122622846257,0.00033955406508419015,0.0003930201310282894,0.0006375796275597698,0.0005492429211079222,0.0006201808443556778
orf10,9,0.00026407671850146245,0.00021363886605218493,0.0002619252786525848,8.360199483290396e-05,0.0002151157491627314,0.0016031978133269529,0.0002584487946075301,0.00021751237408771198,0.0003000792838433878,0.00034368010034495214,0.00044156992697825755,0.0002619252786525848,0,0.00034615775587008705,0.00043118476688592237,0.0006573004809559402,0.0028225390872596884,0.00016037853444762721,0.0001825553161505889,0,0.00013321517749251863,0,0.00042602640062354446,0.00015592237995345017,0.0005917229948947015,0.0005878970563006292,0.0014708629828611194,0,0,0.0024944528964313943,0.00034368010034495214,0.0010182666055717575,0.0013012534598902548,0.0003740374083545155,0.00043546862855534005,0.0003655070306769612,0.00037759652395925853,0.00013877332696174625,0.00011437994713924965,0.0006573004809559402,0.00044156992697825755,0.0003351058814046643,0.0003546167547382221,0.00036354297786433905,0.0002170651316082724,0.00021751237408771198,0.00034615775587008705,0.0005272441798423407,0.0007836553020992729,0.00032385124525840484,0.0003392623056655778,0.00030617886247607336,0.0003593527845877785,0.0002806210938379074,0.00019295709163284696,0.0002151157491627314,0.0005308525580304494,0.0008470225788346012,0.00040932357881746055,0.0005042316001188397,0.0022772993593913335,0.0008186048837970356,0.00027011572191665566,0.004077313749547878,0.00045849921054965206,0.0013133424207723474,0.0007757323510920358,0.0006903396192574812,0.0010825615651797326,0.0020022220054676616,0.0005132859846315164,0.0002839709276293963,0.00031960329829550875,0.00018432879874014796,0.00038687698110044955,0.00028385777111327235,0.00020672769212371555,0.0004586378376437512,0.0013736777433381421,0.00047629741657981614,0.0012406146386370555,0.00031833675441852674,0.0003546167547382221,0.00034368010034495214,0.00044156992697825755,0.0016031978133269529,0.00019622940551942313,0.0002806210938379074,0.00032765463754425245,0.0004393712540132845,0.00034615775587008705,0.00045454703254247693
orf3a,8,0.00015031477504861234,0.00011891309155697887,0.00013696633678658238,4.161400389412077e-05,0.00013243182542492483,0.0007306027974332769,0.00011601639643515605,0.00012797880289352575,0.00011045788579900544,0.000167761765835423,0.000202020757959562,0.00013696633678658238,0,0.00015731129651001553,0.0002313015648748974,0.0003393873022170892,0.002066839454547315,7.43313468444136e-05,0.00030988652040255074,0,8.648698787071421e-05,0,0.00027011237241839303,7.901595322607388e-05,0.0003412482244353394,0.00031320197748038265,0.0004333208749412846,0,0,0.0007240521683822307,0.000167761765835423,0.000603480947666316,0.00030820921080906654,0.00030209361112714685,0.00020929920898774538,0.00019647938994035344,0.00022925073909079905,7.137189343913796e-05,6.016660584463658e-05,0.0003393873022170892,0.000202020757959562,0.00014005084710502593,0.00013615633746314195,0.00018286707857555489,0.00010164800333277785,0.00012797880289352575,0.00015731129651001553,0.00031530626920467483,0.0016504307996610072,0.0001802950680075324,0.00023700290246366173,0.00016321970215229088,0.00018935809986151913,0.00023644629476487092,0.0022242258407999516,0.00013243182542492483,0.00021243630257032455,0.00040669648643567436,0.00017426331439585532,0.00024969528735929784,0.00047282582984254214,0.0003306286770347004,0.00013653253986390366,0.002408808995508988,0.000245639475072222,0.000561444354345025,0.0003451444510388594,0.00032803768035613134,0.0005172562960110872,0.0008124727813351815,0.0004364806165390746,0.00015182102198773158,0.00014859464908894613,0.00010908594655267571,0.00012516383473181256,0.00012350555391193156,0.00010067327924952444,0.00019279928853119368,0.00010000302424368621,0.00019703204031462317,0.0005932828193773482,0.00030259830788836525,0.00013615633746314195,0.000167761765835423,0.000202020757959562,0.0007306027974332769,0.00010974691288929115,0.00023644629476487092,0.00012908800171713104,0.0002986398478979782,0.00015731129651001553,0.0001764066941814862
orf3b,1,2.6948703460192336e-05,2.1712705915745913e-05,2.9082020044801987e-05,8.36037325399151e-06,2.129186609053217e-05,0.00016518933415659516,2.169647166463494e-05,2.3958715547966297e-05,2.3306372481665852e-05,3.223225787437332e-05,4.410856222562424e-05,2.9082020044801987e-05,0,3.309788984010739e-05,4.4474510047256e-05,6.315200681067807e-05,0.0006388890147520243,1.4100836142661222e-05,2.1815047495176063e-05,0,1.4025354610120197e-05,0,4.7190356371222294e-05,1.9401497292074117e-05,6.570059096844109e-05,7.121635651045307e-05,0.00011764987601888197,0,0,0.00019672371296654197,3.223225787437332e-05,0.00011009200042376079,6.025825654394531e-05,5.545700462857178e-05,4.482445495047983e-05,4.226557433003839e-05,4.3627712647043056e-05,1.3644266005396287e-05,1.788058261823138e-05,6.315200681067807e-05,4.410856222562424e-05,3.1357922985070986e-05,2.850093102205172e-05,3.91009375649281e-05,1.9086787243120268e-05,2.3958715547966297e-05,3.309788984010739e-05,5.040484646259331e-05,9.472905789623486e-05,3.825562080920043e-05,4.323383935038652e-05,2.870267448684511e-05,3.6845477107932674e-05,4.0423910255483336e-05,2.5644910268973357e-05,2.129186609053217e-05,4.290313493259523e-05,0.00010512057009348091,4.545021800982789e-05,5.329800996117215e-05,0.00011070066459349293,8.448585502442736e-05,2.8553223736760556e-05,0.0005190483822140646,4.8655908039170013e-05,0.00012418073594419417,7.082593551384793e-05,7.349341828588126e-05,0.00010902181595254187,0.0002145038591021364,5.939467460974074e-05,2.773044262149618e-05,4.005956085540924e-05,1.9455810678587044e-05,2.684385551781774e-05,2.573975270225314e-05,2.2715064193367986e-05,3.768222018345179e-05,2.147795787507019e-05,4.573761556075925e-05,0.00013085802782024117,3.992993669525237e-05,2.850093102205172e-05,3.223225787437332e-05,4.410856222562424e-05,0.00016518933415659516,2.5163496491955306e-05,4.0423910255483336e-05,2.5516878415634377e-05,4.737103700003193e-05,3.309788984010739e-05,3.929831470207372e-05
orf6,3,8.806798733150985e-05,6.398114728764201e-05,7.798361271343152e-05,2.5380867046867874e-05,6.651559073457627e-05,0.00044497848745249315,6.048649604047829e-05,6.209802980738009e-05,6.0420705728007115e-05,9.231988026105331e-05,0.00012152606897848539,7.798361271343152e-05,0,8.37675608484501e-05,0.0001332584287825527,0.00022000071886909422,0.0006954934715708999,4.1011484061571186e-05,6.373219817106028e-05,0,3.917763222590487e-05,0,0.00014192996687479946,4.403638325256761e-05,0.00017626160067404264,0.00017349671495246066,0.00024191492199692794,0,0,0.0004666095926605863,9.231988026105331e-05,0.0003294378168261611,0.00016105722591386123,0.00012863243008273605,0.0001387805801043999,0.00011411303375826669,0.00020411276933207542,3.890808563631892e-05,3.215584239577281e-05,0.00022000071886909422,0.00012152606897848539,7.654547014041634e-05,8.267682190446618e-05,0.00010236427732629238,5.311763460747081e-05,6.209802980738009e-05,8.37675608484501e-05,0.0001377991912396151,0.0010310264114192272,0.00010168021697148412,0.00010867980934768247,7.903213801873e-05,9.973865946583845e-05,9.416670486554388e-05,6.633268704043334e-05,6.651559073457627e-05,0.00013157740918169243,0.0002475338440566822,0.0001086902487455925,0.00014844879991262155,0.00029862947054275734,0.0002234287010308741,7.827331276988917e-05,0.0011183347414711782,0.00016559190801233414,0.00043655564330002147,0.00025261947245503385,0.00021600540225486762,0.0003047451724112802,0.0006163423869625886,0.00017962718556741933,9.370914677660845e-05,0.00012193995698377144,5.1522155973983646e-05,6.951670106688371e-05,6.567520194474306e-05,6.410122877287989e-05,0.0001028797917915845,5.922006027343334e-05,0.00012236939595561969,0.00036374135388479896,0.00011091614812106036,8.267682190446618e-05,9.231988026105331e-05,0.00012152606897848539,0.00044497848745249315,5.9185217102336376e-05,9.416670486554388e-05,6.571379510622707e-05,0.00012758941566009396,8.37675608484501e-05,9.72036266365002e-05
orf7a,2,5.271887315148604e-05,3.550615242352096e-05,3.946364734342521e-05,1.394392824824414e-05,3.158150790042465e-05,0.0002604114371545256,3.344633490097367e-05,3.28329329609438e-05,3.1196416235869445e-05,4.828993954419599e-05,7.34628961646317e-05,3.946364734342521e-05,0,4.884006305040084e-05,7.536715481422494e-05,0.0001101821638420285,0.00035727081898958896,2.2659776636854576e-05,3.77993671214504e-05,0,2.0829433691929195e-05,0,7.218935311141846e-05,2.4392919355985932e-05,9.819715895715763e-05,8.503663262724745e-05,0.00013682490265865284,0,0,0.00022947622195540934,4.828993954419599e-05,0.000780023851391522,9.419655335733519e-05,6.22849179247073e-05,6.454459303742326e-05,6.043176136324915e-05,0.00011798888201209628,2.1661001906461393e-05,1.809086365831263e-05,0.0001101821638420285,7.34628961646317e-05,4.4183728934931005e-05,4.68819199283005e-05,5.584277956804086e-05,3.236464642767639e-05,3.28329329609438e-05,4.884006305040084e-05,7.27466056967039e-05,0.000162247632932652,5.899215460234756e-05,6.066151627557663e-05,0.0001895761936360868,5.640481626473133e-05,4.59950610000651e-05,2.951611779082342e-05,3.158150790042465e-05,6.111111124357297e-05,0.00011873463009201332,6.121396700264683e-05,8.909751858318303e-05,0.00013532883051323714,0.00011339147034245412,3.6325239244784474e-05,0.000554614591445,7.765466837127624e-05,0.0001854112487518733,0.00011026916710423564,0.00010672889131770953,0.00014607161867743185,0.00028926059582324605,0.00016899063977170533,5.791954260583745e-05,4.400092937048454e-05,3.780194270023377e-05,4.079926319914348e-05,3.781661551475843e-05,2.8613307930572973e-05,5.535299688049113e-05,3.1486938917827855e-05,6.466343111488536e-05,0.00017006499575500405,5.6645723421653694e-05,4.68819199283005e-05,4.828993954419599e-05,7.34628961646317e-05,0.0002604114371545256,3.8725534282143246e-05,4.59950610000651e-05,3.729593763118201e-05,7.013230570183327e-05,4.884006305040084e-05,5.8697778834654623e-05
