viral,Preys,enterocytes,proximal,cardiomyocytes,bronchial,lung,lymphocytes,neuronal,random
e,6,0.9775343571148736,0.0,2.0501711593797225,1.059772455351846,1.437066686493314,0.009950330853168092,1.2139231351791042,1.9760631872260008
m,30,0.3384543978252042,0.16077322058775173,0.24567266437423796,1.7247487589450947,4.61512051684126,3.0056826044071583,0.9262410627273232,0.0
n,15,0.0,0.0,0.0,0.4879861317961679,1.6193882432872684,0.0,0.6832948841169336,0.0718257345712555
spike,2,1.9760631872260008,3.5165082281731497,1.5705980791178364,2.6692103677859462,3.5165082281731497,1.9760631872260008,1.842531794601478,0.0
nsp1,6,0.0,0.0,1.2829160066660554,1.396244691973059,1.357023978819777,2.1302138670532598,1.5240780634829436,3.228826155721369
nsp10,5,2.8233610476132043,0.3524406397999441,1.7247487589450947,1.437066686493314,2.5356789751614235,2.8233610476132043,3.9219733362813134,0.41042789745029334
nsp11,1,1.396244691973059,1.0042026041970349,2.1302138670532598,2.312535423847214,3.9219733362813134,2.8233610476132043,2.0501711593797225,2.217225244042889
nsp12,20,0.0,0.0,0.0,2.5356789751614235,0.5720692490067094,0.2584116901516677,0.9775343571148736,0.08252102368800347
nsp13,40,0.0,0.0,4.61512051684126,2.6692103677859462,0.23309388216737775,0.0,2.1302138670532598,0.3524406397999441
nsp14,3,0.0,3.9219733362813134,0.5042466526679482,1.9070703157390492,3.9219733362813134,1.0316015783851495,1.0316015783851495,0.2713150949875756
nsp15,3,0.3524406397999441,0.14921239818667575,0.6832948841169336,4.61512051684126,4.61512051684126,1.357023978819777,1.7247487589450947,0.5720692490067094
nsp2,7,0.0,0.0,0.24567266437423796,2.8233610476132043,0.9775343571148736,0.1264841471091196,1.1811333123561132,0.009950330853168092
nsp4,8,1.9070703157390492,1.149384614041533,0.11531084651099435,1.437066686493314,4.61512051684126,4.61512051684126,1.4796263009121098,0.3524406397999441
nsp5,1,0.0,0.0,0.3110554236370897,0.9775343571148736,2.41789593950504,0.050772325373423265,0.381014012244,2.8233610476132043
nsp5_c145a,2,0.0,0.0,0.7233002187306329,1.9760631872260008,2.312535423847214,0.8539204011476971,2.312535423847214,0.7439195059333685
nsp6,4,0.09333193979221913,2.8233610476132043,1.1186129553747792,1.842531794601478,2.6692103677859462,0.5897688261061101,1.2829160066660554,0.17246926035094304
nsp7,32,0.22067136216882066,3.5165082281731497,3.0056826044071583,1.396244691973059,4.61512051684126,1.6193882432872684,4.61512051684126,0.32466107569286834
nsp8,24,0.0,0.0,0.0,0.03015303817068756,0.24567266437423796,0.0,0.11531084651099435,0.4562374334815876
nsp9,16,0.0,0.8539204011476971,0.009950330853168092,1.9760631872260008,1.7819071727850433,0.3384543978252042,0.3524406397999441,0.030153038170687558
orf10,9,0.0,0.0,0.9515588707116128,1.0316015783851495,3.228826155721369,0.4254657748148339,0.8084580270709397,0.47198579044972677
orf3a,8,0.0,3.0056826044071583,0.4562374334815876,1.4796263009121098,0.5897688261061101,1.5240780634829436,3.5165082281731497,0.0
orf3b,1,0.0,1.7247487589450947,1.842531794601478,1.6706815376748192,2.6692103677859462,1.059772455351846,1.9070703157390492,0.009950330853168092
orf6,3,0.0,0.5042466526679482,1.4796263009121098,1.357023978819777,3.0056826044071583,0.5042466526679482,1.1186129553747792,0.9015484501369516
orf7a,2,0.0,0.06124362524071868,0.009950330853168092,1.5705980791178364,1.1811333123561132,0.9262410627273232,2.312535423847214,0.1264841471091196
orf8,47,0.0,1.396244691973059,0.0,4.61512051684126,3.9219733362813134,3.228826155721369,0.8309308829229983,2.6692103677859462
orf9b,11,1.5240780634829436,1.5705980791178364,1.9070703157390492,2.1302138670532598,4.61512051684126,0.3384543978252042,4.61512051684126,0.7649729151312008
orf9c,26,0.663876798259832,2.8233610476132043,0.0,2.5356789751614235,0.5897688261061101,2.41789593950504,0.6832948841169336,0.0
