viral,Preys,Megalin,SLC22A12,SLC34A1 ,SLC34A3 ,  SLC6A19 , EAAT3,PAT2,SIT1, B^0AT1, ASCT2,SNAT3, TAT1,TMEM27 , SLC7A9 ,SLC3A1 ,URAT1, OAT1,OAT3, OAT4, GLUT9,ABCG2, NPT1
nsp8,24,0.0,0.0,0.0,0.0,2.0501711593797225,0.0,3.228826155721369,0.0,2.0501711593797225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9760631872260008,0.8084580270709397,0.0,0.009950330853168092
nsp9,16,3.5165082281731497,0.0,0.0,0.0,3.9219733362813143,0.0,3.5165082281731497,0.0,3.9219733362813143,0.297632403304949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7233002187306329,1.4796263009121098,0.0,0.009950330853168092
orf10,9,1.6193882432872684,0.0,0.8539204011476971,0.0,3.9219733362813143,0.0,3.228826155721369,0.0,3.9219733362813143,1.437066686493314,0.0,0.0,0.0,0.663876798259832,0.0,0.0,0.0,0.0,0.7233002187306329,1.670681537674819,0.05077232537342326,0.009950330853168092
orf3a,8,3.005682604407159,1.2139231351791042,0.951558870711613,1.1186129553747792,3.9219733362813143,0.4562374334815876,3.005682604407159,0.0,3.9219733362813143,4.61512051684126,0.0,0.24567266437423793,0.0,0.0,1.3192836508369303,1.2139231351791042,1.4796263009121098,0.0,0.040409538337876666,2.8233610476132043,3.005682604407159,0.009950330853168092
orf3b,1,1.0316015783851495,2.0501711593797225,1.3570239788197773,0.0,3.5165082281731497,3.5165082281731497,3.5165082281731497,0.0,3.5165082281731497,3.9219733362813143,0.0,0.0,0.0,2.5356789751614235,0.020000666706669543,2.0501711593797225,0.6077873316087885,1.2829160066660554,0.5720692490067094,3.228826155721369,3.228826155721369,0.009950330853168092
orf6,3,1.5240780634829436,0.5375830729355401,0.36662527479190055,0.0,2.312535423847214,0.0,2.6692103677859462,0.0,2.312535423847214,2.0501711593797225,3.228826155721369,4.61512051684126,0.0,0.0,0.06124362524071867,0.5375830729355401,1.5240780634829436,0.0,1.670681537674819,2.217225244042889,0.7439195059333685,0.009950330853168092
orf7a,2,0.8774508985578912,0.4879861317961679,0.13778370236305298,0.0,2.8233610476132043,0.0,3.005682604407159,0.0,2.8233610476132043,2.5356789751614235,0.0,0.18430371799794587,0.0,0.0,2.0501711593797225,0.4879861317961679,2.5356789751614235,0.0,2.41789593950504,2.312535423847214,0.7649729151312008,0.009950330853168092
orf8,47,1.9760631872260008,0.5207759546191588,0.030153038170687558,0.0,4.61512051684126,0.0,2.41789593950504,0.0,4.61512051684126,3.005682604407159,0.0,2.8233610476132043,0.2713150949875756,0.11531084651099437,0.5042466526679482,0.5207759546191588,2.41789593950504,0.5897688261061101,1.670681537674819,3.9219733362813143,0.05077232537342326,0.009950330853168092
orf9b,11,2.217225244042889,3.9219733362813143,3.9219733362813143,0.0,3.9219733362813143,0.0,3.5165082281731497,0.0,3.9219733362813143,2.312535423847214,0.0,0.0,0.0,0.8774508985578912,0.009950330853168092,3.9219733362813143,0.0,0.9775343571148737,2.6692103677859462,2.217225244042889,4.61512051684126,2.8233610476132043
orf9c,26,1.1186129553747792,4.61512051684126,1.2829160066660554,2.6692103677859462,2.5356789751614235,3.228826155721369,2.1302138670532593,0.0,2.5356789751614235,1.7247487589450947,4.61512051684126,3.228826155721369,1.149384614041533,0.0,2.5356789751614235,4.61512051684126,3.228826155721369,2.1302138670532593,3.228826155721369,3.228826155721369,0.0,0.009950330853168092
