viral,Preys,HK2*,GPI,PFKP,ENO2*,PKM*,LDHA,ALDOA,PGK1,BPGM*,PGD,PGLS,RBKS,DNAJC15*,ATP1A1*,UQCRB,IDH1*,CDK1*,ZDHHC14,IFITM1*,IFITM3*,ACAA1,HMGCS1*,ACAT2,BCKDK,MVD,FDFT1,SQLE*,DGAT1,MTTP,NFKB1*,JUN,FOXO1*,GCLC*,HMOX2*,IL6*,SOD2,ERN1,EIF2AK2,ATF4,CEBPB,DNAJB9
nsp15,3,0.2962269199892962,0.2751563859314802,0.2149097262667443,0.263471058644326,0.3334806097242584,0.29034161694315125,0.3116700295621979,0.2751563859314802,0.2149097262667443,0.2149097262667443,0.25196312734721743,0.24538200088665582,1.0,0.3116700295621979,0.28206901572510196,0.24538200088665582,0.3116700295621979,0.4727327365324391,1.0,1.0,0.25196312734721743,0.5074257425742574,0.24538200088665582,0.4506741792600312,0.2751563859314802,0.843107387661843,1.0,1.0,1.0,0.4506741792600312,0.25196312734721743,0.263471058644326,0.24538200088665582,0.5179455445544555,0.28206901572510196,0.24538200088665582,0.2962269199892962,1.0,0.3116700295621979,0.3116700295621979,1.0
nsp2,7,0.3116700295621979,1.0,0.6661014167715115,0.4506741792600312,0.43018619268070146,0.3418447107868681,0.5382337340876945,0.3334806097242584,1.0,0.28206901572510196,0.43018619268070146,0.2751563859314802,1.0,0.32578671879926857,0.24538200088665582,0.3914427157001415,0.3914427157001415,1.0,1.0,1.0,0.28206901572510196,0.7239363302248324,0.2751563859314802,0.9402300524170062,0.25196312734721743,1.0,1.0,1.0,1.0,1.0,0.4186262376237624,0.263471058644326,0.843107387661843,0.2149097262667443,0.43018619268070146,0.32019134497719437,0.2751563859314802,1.0,0.7930002302555837,0.5472150739303006,1.0
nsp4,8,0.29034161694315125,0.3116700295621979,0.3011097813078011,0.25196312734721743,0.36602435753779455,0.263471058644326,0.3116700295621979,0.2962269199892962,1.0,0.2149097262667443,0.24538200088665582,0.24538200088665582,1.0,0.3116700295621979,0.2149097262667443,0.263471058644326,0.28206901572510196,0.7080740375518036,1.0,1.0,0.3011097813078011,0.5472150739303006,0.24538200088665582,0.3011097813078011,0.2149097262667443,1.0,0.24538200088665582,0.3116700295621979,0.5592038795716305,0.782885431400283,0.25196312734721743,0.3011097813078011,0.3334806097242584,0.263471058644326,0.31153580474326503,0.29034161694315125,0.24538200088665582,0.5472150739303006,0.6564025483328276,0.3418447107868681,0.5382337340876945
nsp5,1,0.4981998199819982,0.6097795228880949,0.3334806097242584,0.4879031623353115,0.2149097262667443,0.3011097813078011,0.46186433878395944,0.28206901572510196,0.6209856113090064,0.29034161694315125,1.0,0.32019134497719437,1.0,0.3793215387112481,0.8366714534048825,0.32019134497719437,0.3914427157001415,1.0,1.0,1.0,0.28206901572510196,0.4398821153018312,0.2751563859314802,0.782885431400283,0.3914427157001415,1.0,1.0,1.0,1.0,0.24538200088665582,0.2149097262667443,0.263471058644326,0.6097795228880949,1.0,0.24538200088665582,0.3418447107868681,0.36602435753779455,0.3793215387112481,0.3011097813078011,0.2751563859314802,1.0
nsp5_c145a,2,0.3011097813078011,0.2751563859314802,0.24538200088665582,0.24538200088665582,0.28206901572510196,0.2751563859314802,0.24538200088665582,0.25196312734721743,0.3914427157001415,0.24538200088665582,0.25196312734721743,0.3116700295621979,0.32578671879926857,0.3116700295621979,0.25196312734721743,0.2149097262667443,0.28206901572510196,1.0,1.0,1.0,0.24538200088665582,0.5592038795716305,0.24538200088665582,0.4879031623353115,0.31153580474326503,1.0,1.0,1.0,0.735500260552371,0.5472150739303006,0.3334806097242584,0.32578671879926857,0.2962269199892962,0.28206901572510196,0.3418447107868681,0.25196312734721743,0.24538200088665582,0.28206901572510196,0.6097795228880949,0.3334806097242584,1.0
nsp6,4,0.263471058644326,0.2751563859314802,0.4398821153018312,0.32578671879926857,0.32578671879926857,0.3011097813078011,0.28206901572510196,0.2962269199892962,1.0,0.2962269199892962,0.4506741792600312,0.3011097813078011,0.9201320132013202,0.24538200088665582,0.24538200088665582,0.2751563859314802,0.3011097813078011,0.5258360918550626,0.6320340894848979,0.2149097262667443,0.24538200088665582,0.3528915391539154,0.25196312734721743,0.2149097262667443,0.3011097813078011,0.24538200088665582,0.24538200088665582,0.263471058644326,0.32578671879926857,0.8547730244722586,0.46186433878395944,0.4727327365324391,0.5382337340876945,0.263471058644326,0.263471058644326,0.24538200088665582,0.24538200088665582,1.0,0.9769339571319768,1.0,0.2962269199892962
nsp7,32,0.3528915391539154,0.28206901572510196,0.5074257425742574,0.25196312734721743,0.24538200088665582,0.2149097262667443,0.3914427157001415,0.5472150739303006,1.0,0.3334806097242584,0.3914427157001415,0.2751563859314802,0.263471058644326,0.2149097262667443,0.24538200088665582,0.4727327365324391,0.5718467498923806,0.6980198019801982,1.0,0.5258360918550626,0.32019134497719437,0.8366714534048825,0.3334806097242584,0.7239363302248324,0.3116700295621979,0.24538200088665582,0.28206901572510196,0.28206901572510196,0.2149097262667443,0.7179938582093502,0.2149097262667443,0.43018619268070146,0.6097795228880949,0.2149097262667443,0.2962269199892962,0.3418447107868681,0.2962269199892962,1.0,1.0,0.911099918924895,0.3011097813078011
nsp8,24,1.0,1.0,0.6756408517564086,0.6661014167715115,0.2962269199892962,0.843107387661843,1.0,0.6980198019801982,1.0,0.5382337340876945,1.0,0.5258360918550626,1.0,1.0,0.5592038795716305,1.0,0.3528915391539154,1.0,1.0,1.0,0.3011097813078011,1.0,0.4506741792600312,0.911099918924895,1.0,1.0,1.0,1.0,1.0,1.0,0.2149097262667443,0.4727327365324391,0.7179938582093502,1.0,0.4879031623353115,0.5472150739303006,0.403804064616988,0.403804064616988,0.6980198019801982,0.5074257425742574,1.0
nsp9,16,0.5718467498923806,0.7930002302555837,0.46186433878395944,0.32019134497719437,0.3334806097242584,0.4398821153018312,0.36602435753779455,0.36602435753779455,0.4398821153018312,0.25196312734721743,0.8757370119034374,0.3418447107868681,1.0,0.32019134497719437,0.4981998199819982,0.32019134497719437,0.5472150739303006,1.0,1.0,1.0,0.31153580474326503,1.0,0.3011097813078011,0.6456334272978489,0.2962269199892962,1.0,1.0,1.0,1.0,1.0,0.24538200088665582,0.2962269199892962,0.24538200088665582,1.0,0.24538200088665582,0.3116700295621979,0.25196312734721743,1.0,0.24538200088665582,0.36602435753779455,1.0
orf10,9,0.3116700295621979,0.3528915391539154,0.5074257425742574,0.24538200088665582,0.3011097813078011,0.24538200088665582,0.3793215387112481,0.3011097813078011,0.31153580474326503,0.3418447107868681,1.0,0.4727327365324391,1.0,0.2149097262667443,0.32578671879926857,0.36602435753779455,0.43018619268070146,1.0,1.0,1.0,0.31153580474326503,1.0,0.29034161694315125,0.32019134497719437,0.32019134497719437,1.0,1.0,1.0,1.0,0.5074257425742574,0.2149097262667443,0.3793215387112481,0.5258360918550626,1.0,0.24538200088665582,0.3528915391539154,0.2751563859314802,1.0,0.3528915391539154,0.3116700295621979,1.0
orf3a,8,1.0,1.0,0.7239363302248324,0.3528915391539154,0.36602435753779455,0.3116700295621979,0.36602435753779455,0.32578671879926857,1.0,0.2962269199892962,0.4727327365324391,0.263471058644326,1.0,0.31153580474326503,0.6456334272978489,0.3418447107868681,0.8547730244722586,0.5835030985112898,1.0,1.0,0.28206901572510196,1.0,0.29034161694315125,1.0,0.3418447107868681,0.24538200088665582,0.29034161694315125,0.25196312734721743,0.6661014167715115,1.0,0.6887680571335821,0.7080740375518036,0.7179938582093502,0.2962269199892962,0.3418447107868681,0.3116700295621979,0.2149097262667443,1.0,0.7469732556479763,1.0,0.2751563859314802
orf3b,1,0.2751563859314802,0.24538200088665582,0.3334806097242584,0.3011097813078011,0.2962269199892962,0.25196312734721743,0.263471058644326,0.263471058644326,1.0,0.25196312734721743,0.3116700295621979,0.3116700295621979,0.403804064616988,0.263471058644326,0.2149097262667443,0.263471058644326,0.24538200088665582,0.9279353702241391,1.0,0.24538200088665582,0.24538200088665582,0.3528915391539154,0.25196312734721743,0.4398821153018312,0.24538200088665582,0.25196312734721743,1.0,0.7239363302248324,0.5382337340876945,0.4186262376237624,0.2149097262667443,0.36602435753779455,0.3334806097242584,0.24538200088665582,0.32578671879926857,0.24538200088665582,0.3011097813078011,0.46186433878395944,0.7080740375518036,0.5258360918550626,1.0
orf6,3,0.2149097262667443,0.29034161694315125,0.403804064616988,0.3011097813078011,0.3793215387112481,0.32019134497719437,0.263471058644326,0.24538200088665582,1.0,0.24538200088665582,0.36602435753779455,0.3116700295621979,1.0,0.2149097262667443,0.2149097262667443,0.25196312734721743,0.2962269199892962,1.0,1.0,0.8139602692663632,0.28206901572510196,1.0,0.25196312734721743,0.6661014167715115,0.3011097813078011,0.782885431400283,1.0,1.0,1.0,0.6209856113090064,0.2149097262667443,0.28206901572510196,0.5179455445544555,0.32578671879926857,0.3334806097242584,0.263471058644326,0.29034161694315125,1.0,0.3116700295621979,0.2751563859314802,1.0
orf7a,2,0.3011097813078011,0.8757370119034374,0.24538200088665582,0.6756408517564086,0.25196312734721743,0.3334806097242584,0.3528915391539154,0.4398821153018312,1.0,0.3011097813078011,0.8139602692663632,0.46186433878395944,1.0,0.4398821153018312,0.4981998199819982,0.8757370119034374,0.29034161694315125,0.9279353702241391,1.0,0.9201320132013202,0.4398821153018312,1.0,0.24538200088665582,0.263471058644326,0.32019134497719437,0.3418447107868681,1.0,0.403804064616988,0.9279353702241391,0.843107387661843,0.24538200088665582,0.28206901572510196,0.3528915391539154,0.3011097813078011,0.2962269199892962,0.46186433878395944,0.31153580474326503,1.0,0.7930002302555837,0.5258360918550626,0.24538200088665582
orf8,47,0.24538200088665582,0.4186262376237624,0.8139602692663632,0.28206901572510196,0.4727327365324391,0.46186433878395944,0.28206901572510196,0.5179455445544555,1.0,0.4981998199819982,0.32019134497719437,0.29034161694315125,1.0,0.7469732556479763,0.3334806097242584,0.3914427157001415,0.8139602692663632,1.0,1.0,0.4506741792600312,0.29034161694315125,1.0,0.32578671879926857,0.6320340894848979,0.2751563859314802,0.5074257425742574,0.5592038795716305,0.2962269199892962,0.263471058644326,0.772664994959026,0.29034161694315125,0.403804064616988,0.9201320132013202,0.5258360918550626,0.25196312734721743,0.24538200088665582,0.24538200088665582,1.0,1.0,0.843107387661843,0.29034161694315125
orf9b,11,0.25196312734721743,0.3011097813078011,0.28206901572510196,0.31153580474326503,0.2149097262667443,0.31153580474326503,0.31153580474326503,0.2962269199892962,1.0,0.263471058644326,0.32578671879926857,0.29034161694315125,1.0,0.31153580474326503,0.3116700295621979,0.2751563859314802,0.4506741792600312,0.3793215387112481,0.7239363302248324,0.32019134497719437,0.29034161694315125,0.29034161694315125,0.263471058644326,0.6320340894848979,0.24538200088665582,1.0,1.0,1.0,0.6564025483328276,0.735500260552371,0.2149097262667443,0.29034161694315125,0.2149097262667443,1.0,0.24538200088665582,0.2962269199892962,0.24538200088665582,0.5179455445544555,0.3011097813078011,0.32578671879926857,1.0
orf9c,26,1.0,1.0,1.0,1.0,0.7239363302248324,1.0,1.0,1.0,1.0,0.6756408517564086,1.0,0.6209856113090064,1.0,0.4186262376237624,0.29034161694315125,0.8248257223681551,1.0,1.0,0.3528915391539154,0.3914427157001415,0.29034161694315125,1.0,1.0,0.5258360918550626,0.9513302185964317,0.2962269199892962,0.24538200088665582,0.24538200088665582,0.8757370119034374,1.0,0.8757370119034374,1.0,1.0,0.25196312734721743,0.3116700295621979,0.3418447107868681,0.263471058644326,1.0,1.0,1.0,0.24538200088665582
