CTSD,"['m', 'nsp11', 'nsp14', 'nsp2', 'nsp4', 'nsp5_c145a', 'nsp6', 'nsp7', 'orf10', 'orf6', 'orf8']"
BIRC5,"['nsp14', 'nsp15']"
CTSZ,[]
NTRK1,[]
IGFBP3,"['nsp1', 'nsp14', 'nsp15', 'nsp4', 'orf8', 'orf9b']"
CCNB1,"['nsp1', 'nsp11', 'nsp13']"
RRM2,"['nsp1', 'orf6']"
CCNB2,"['nsp1', 'nsp10', 'nsp11', 'nsp13', 'nsp14', 'nsp15', 'nsp2', 'orf8', 'orf9b']"
GTSE1,"['nsp10', 'nsp12', 'nsp13']"
STEAP3,"['spike', 'nsp4', 'nsp6', 'orf3a', 'orf7a']"
TP53I3,[]
TGFB2,"['e', 'nsp4', 'nsp9', 'orf6', 'orf8', 'orf9b']"
CCL3L1,"['spike', 'nsp4']"
CXCL6,"['nsp4', 'nsp9']"
CCL8,"['nsp4', 'nsp9']"
SCGB3A1,[]
CCL2,"['nsp4', 'nsp9']"
CXCL1,['orf10']
GRN,"['nsp1', 'nsp11']"
CXCL16,[]
CCL3,"['m', 'nsp4', 'nsp7', 'orf9c']"
CCL7,"['spike', 'orf8']"
CXCL9 ,['orf9c']
UNC13A,"['n', 'orf6']"
RAB27A,['nsp7']
RAB3A,"['nsp1', 'nsp10', 'nsp11', 'nsp15', 'nsp7', 'orf6', 'orf9c']"
RIMS1,"['nsp7', 'orf9b']"
RPH3A,['nsp7']
SNAP25,"['spike', 'nsp10', 'nsp11', 'nsp15', 'nsp2', 'nsp4', 'nsp6', 'orf3a', 'orf9b']"
SNCA,"['nsp11', 'nsp5_c145a', 'nsp6', 'nsp7', 'orf3b', 'orf8']"
STX1A,['orf3a']
STXBP1,"['nsp10', 'nsp11', 'nsp15', 'nsp2', 'nsp4', 'orf3a']"
STXBP5,"['e', 'spike', 'nsp2', 'nsp6', 'orf3a', 'orf9b', 'orf9c']"
Syp,['nsp11']
Tau,"['n', 'nsp1', 'nsp10', 'nsp13', 'nsp7', 'nsp8', 'orf10', 'orf7a', 'orf9b']"
Caspase 3,"['nsp11', 'nsp12', 'nsp13', 'nsp14', 'nsp15', 'nsp4', 'nsp5_c145a', 'orf3a']"
